Denumire,Pret,Stoc,Link,Poza,Descriere
"Flori de soc - uz culinar bio 30g Aromandise","36.3","instock","www.natur.ro/1F7EE6C6-F56E-45A0-B70B-5BA7D6B82321.html","https://www.natur.ro/ImaginiProduse/1f7ee6c6-f56e-45a0-b70b-5ba7d6b82321/Floridesocuzculinarbio30gAromandise1_1d02a9d9-01d2-4e2d-891c-fc56808b52e9.jpeg","Flori de soc uz culinar bio, 30g, AromandiseFlorile comestibile de soc negru cu arome dulci si florale &icirc;ti decoreaza si &icirc;mbunatatesc preparatele.&nbsp;Aceste mici flori albe vor oferi bucatariei tale o nota delicata si plina de dulceata!Gama de flori comestibile Aromandise aduce magie m&acirc;ncarurilor, deserturilor si bauturilor tale fac&acirc;ndu-le originale si creative!Ingrediente:&nbsp;flori de soc negru (sambucus nigra)*.*din agricultura ecologicaSugestie de folosire:&nbsp;la prepararea produselor de patiserie, a deserturilor, in bauturi, sau infuzie ca si ceai.A se pastra in loc uscat si racoros.Produs certificat ecologic30gImportat din Franta."
"Zahar vanilat bourbon bio 2 buc x 8g 16g Nat-ali","19.36","instock","www.natur.ro/316E456B-2FCA-400C-8050-4E6B5ED23B26.html","https://www.natur.ro/ImaginiProduse/316e456b-2fca-400c-8050-4e6b5ed23b26/ZaharvanilatBourbonbio2x8gNatali_1984a62c-0472-4cea-afcd-a835e030cbd2.jpeg","Zahar vanilat Bourbon, bio, 2x 8g, Nat-aliZaharul vanilat NAT-ALI este facut in mod traditional cu ingrediente de calitate.Vanilia si trestia de zahar sunt cultivate dupa regulile agriculturii ecologice. Extractul de vanilie se obtine prin infuzarea pastailor de vanilie. Nu se adauga alte arome. Sucul de trestie este rafinat doar prin mijloace fizice. Extractul de vanilie si pudra de vanilie provin din pastaile de vanilie Bourbon.Incorporeaza zaharul vanilat in preparatele tale uscate sau lichide, cum ar fi deserturi, aluat de clatite, produse de patiserie etc.Ingrediente:&nbsp;Zahar brun din trestie*, extract natural de vanilie Bourbon*, pudra de pastai de vanilie Bourbon*.*din agricultura ecologicaValori nutritionale per 100g:Energie: 1705 kj / 401 kcalGrasimi: 0.6g din care saturate &lt;0.1gCarbohidrati: 98g din care zaharuri 97gProteine: 0.7gSaruri: &lt;0.01gConditii de pastrare:&nbsp;A se pastra la temperatura camerei intr-un loc uscat.Produs certificat ecologic.PLANET SCORE (https://www.planet-score.org/) - A&nbsp;&nbsp;&nbsp;Planet Score masoara impactul asupra mediului al produsului pe criterii de pesticide, biodiversitate si impact asupra climei.Gramaj:&nbsp;2x 8gProdus in Franta"
"Zahar vanilat bourbon bio 80g Nat-ali","83.87","instock","www.natur.ro/A6CEF7EC-EB6D-4933-99FB-6249FD9BB151.html","https://www.natur.ro/ImaginiProduse/a6cef7ec-eb6d-4933-99fb-6249fd9bb151/ZaharvanilatBourbonbio80gNatali_7e436388-fb9e-416d-be3d-7d17f33b8c6c.jpeg","Zahar vanilat Bourbon, bio, 80g, Nat-aliZaharul vanilat NAT-ALI este facut in mod traditional cu ingrediente de calitate.Vanilia si trestia de zahar sunt cultivate dupa regulile agriculturii ecologice. Extractul de vanilie se obtine prin infuzarea pastailor de vanilie. Nu se adauga alte arome. Sucul de trestie este rafinat doar prin mijloace fizice. Extractul de vanilie si pudra de vanilie provin din pastaile de vanilie Bourbon.Incorporeaza zaharul vanilat in preparatele tale uscate sau lichide, cum ar fi deserturi, aluat de clatite, produse de patiserie etc.Intr-un ambalaj mai mare, mai economic si mai ecologic.Ingrediente:&nbsp;Zahar brun din trestie*, extract natural de vanilie Bourbon*, pudra de pastai de vanilie Bourbon*.*din agricultura ecologicaValori nutritionale per 100g:Energie: 1705 kj / 401 kcalGrasimi: 0.6g din care saturate &lt;0.1gCarbohidrati: 98g din care zaharuri 97gProteine: 0.7gSaruri: &lt;0.01gConditii de pastrare:&nbsp;A se pastra la temperatura camerei intr-un loc uscat.Produs certificat ecologic.PLANET SCORE (https://www.planet-score.org/) - A&nbsp;&nbsp;&nbsp;Planet Score masoara impactul asupra mediului al produsului pe criterii de pesticide, biodiversitate si impact asupra climei.Gramaj:&nbsp;80gProdus in Franta"
"Set colorant alimentar - roz, verde, galben bio 6 buc x 5g 30g Nat-ali","30.02","instock","www.natur.ro/4D907AD6-904D-4DA7-A055-687BFFB07CB0.html","https://www.natur.ro/ImaginiProduse/4d907ad6-904d-4da7-a055-687bffb07cb0/Colorantialimentari3culoribio6x5gNatali_3fd5124b-ae61-4329-b12a-54f1a14b2950.jpeg","Coloranti alimentari 3 culori, bio, 6x 5g, Nat-aliCutie cu 3 plicuri de colorant alimentar pudra. Un plic de 2 doze in fiecare din culorile roz, galben si verde.Folosit pentru a colora paste de zahar, glazura, macaroane, creme, bauturi.Se poate folosi la rece sau la cald.Ingrediente:&nbsp;Colorant roz: maltodextrina de porumb*, pudra de sfecla*.Colorant verde: maltodextrina de porumb*, pudra de urzica*.Colorare galbena: maltodextrina de porumb*, turmeric*.*din agricultura ecologicaMod de utilizare:&nbsp;Adaugati putin cate putin colorantul sub forma de pudra direct in preparat pana obtineti culoarea dorita.Doza recomandata: 1 doza (5g) pentru 250g de preparat.Acesti coloranti naturali, din plante organice, iti permit sa obtii, mai ales dupa gatire, culori pastelate pentru preparatele tale. Dupa gatirea intensiva, colorantii pot fi complet alterati. Va recomandam sa respectati doza indicata deoarece in caz de supradozaj preparatul poate capata un gust si miros neobisnuit.Valori nutritionale per 100g&nbsp;:Energie: 1579 kj / 372 kcalGrasimi: &lt;0.5g din care saturate &lt;0.1gCarbohidrati: 89g din care zaharuri 17gProteine: 2.8gSaruri: 0.35gConditii de pastrare:&nbsp;A se pastra la temperatura camerei, la loc uscat.Produs certificat ecologic.Gramaj:&nbsp;6x 5gProdus in Franta"
"Extract de vanilie bourbon bio 15ml Nat-ali","50.31","instock","www.natur.ro/54744304-6ADA-4C9F-8611-BB158E2D9105.html","https://www.natur.ro/ImaginiProduse/54744304-6ada-4c9f-8611-bb158e2d9105/ExtractdevanilieBourbonbio15mlNatali_db43cc17-aaab-4889-9402-025179bb5f0d.jpeg","Extract de vanilie Bourbon, bio, 15ml, Nat-aliExtractul de vanilie NAT-ALI este extras din vanilia Bourbon din Madagascar. Reteta se bazeaza pe apa si alcool si este neindulcita pentru a pastra toate aromele. Puterea sa aromatizatoare iti permite sa folosesti o cantitate mica in preparatele culinare, prin urmare utilizarea economica a produsului. Va puteti bucura de aroma de vanilie pentru un timp mai lung.Ingrediente:&nbsp;Apa, etanol* (45% vol.), pastai de vanilie Bourbon*.*din agricultura ecologicaMod de utilizare:Incorporati cateva picaturi de extract in preparatele dumneavoastra, cum ar fi deserturi, aluaturi, produse de patiserie etc.1 lingurita per litru de preparat.Conditii de pastrare:&nbsp;Depozitare la temperatura camerei.&nbsp;Dupa deschidere, pastra?i &icirc;n ambalajul original, bine &icirc;nchis.Atentionari:&nbsp;A nu se cosuma nediluat.Produs certificat ecologic.Garantat fara OMG si fara tratament de ionizare in conformitate cu Regulamentul CE 834/2007 privind productia si etichetarea produselor ecologice.Reglementarile (CE) 1334/2008 si 1333/2008: Substanta aromatizanta naturala pentru produse alimentare, utilizari limitate. Nu este consumabil asa cum este.Gramaj:&nbsp;15mlProdus in Franta"
"Extract de cafea bio 30ml Nat-ali","39.69","instock","www.natur.ro/9437C618-3A83-40EA-954D-61120B803ACC.html","https://www.natur.ro/ImaginiProduse/9437c618-3a83-40ea-954d-61120b803acc/Extractdecafeabio30mlNatali_ed5a7e16-2c6f-4c57-b3d6-9b7a95cc6826.jpeg","Extract de cafea, bio, 30ml, Nat-aliExtractul de cafea NAT-ALI este usor de utilizat si permite o mai buna dizolvare a aromelor. Reteta extractului a fost special formulata si concentrata pentru utilizarea economica a produsului. Puterea aromatizatoare a acestuia permite un consum redus in preparatele culinare.Ingrediente:&nbsp;Extract de cafea*, apa, etanol* (18% vol.), zahar din trestie*.*din agricultura ecologicaMod de utilizare:Incorporati cateva picaturi de extract in preparatele dumneavoastra, cum ar fi deserturi, aluaturi, produse de patiserie etc.1 lingurita per litru de preparat.Conditii de pastrare:&nbsp;Depozitare la temperatura camerei.&nbsp;Dupa deschidere, pastra?i &icirc;n ambalajul original, bine &icirc;nchis.Atentionari:&nbsp;A nu se cosuma nediluat.Produs certificat ecologic.Reglementarile (CE) 1334/2008 si 1333/2008: Substanta aromatizanta naturala pentru alimente, utilizari limitate. Nu este consumabil asa cum este.Gramaj:&nbsp;30mlProdus in Franta"
"Extract pur de portocale 50ml  Cloud Nine Factory","26.2","instock","www.natur.ro/8AA51159-713B-45A0-A145-94E10DE8930C.html","https://www.natur.ro/ImaginiProduse/8aa51159-713b-45a0-a145-94e10de8930c/Extractpurdeportocale50mlCloudNineFactory_ea91dc92-c60d-4c75-b75d-f418b34565e3.jpeg","Extract pur de portocale 50ml Cloud Nine Factory-natural, fabricat in Romania-Condiment alimentar de calitate superioara, 100% natural, folosit pentru aromatizarea deserturilor, a prajiturilor sau a bauturilor. Este obtinut din ulei obtinut prin presarea la rece a cojilor de portocale si are o aroma fructata de portocale cu note vibrante si dulci-acrisoare.Ingrediente:&nbsp;alcool (90%), apa, ulei de portocale presat la rece (Citrus sinensis)Sugestie de folosire:&nbsp;Poate fi folosit &icirc;n retete unde se adauga suc, coaja sau lichior de portocale. Extractul Pur de Portocale va permite evitarea cojii portocalelor din comert ce contine pesticide, substante de prezervare si ceara. Recomandarea noastra de folosire este de o lingurita de extract la fiecare 500 gr. de compozitie, dar nu este o problema sa fie folosit mai mult extract daca se urmareste obtinerea unei arome mai puternice.Pastrati in loc ferit de lumina directa a soarelui si de caldura. A nu se refrigera.50ml"
"Extract pur de lamaie 50ml  Cloud Nine Factory","26.2","instock","www.natur.ro/10965266-15AC-40CF-9196-9CB03712FBAA.html","https://www.natur.ro/ImaginiProduse/10965266-15ac-40cf-9196-9cb03712fbaa/Extractpurdelamai50mlCloudNineFactory_8c960403-8a03-4eca-a5b6-e5fa2515cac2.jpeg","Extract pur de lamai 50ml Cloud Nine Factory-natural, fabricat in Romania-Condiment alimentar de calitate superioara, 100% natural, folosit pentru aromatizarea deserturilor, a prajiturilor sau a bauturilor. Este obtinut din ulei obtinut prin presarea la rece a cojilor de lam&acirc;i si are o aroma fructata de citrice cu note vibrante si acrisoare. Spre deosebire de sucul lam&acirc;i, Extractul Pur de Lam&acirc;i nu are si gustul amar specific lam&acirc;ilor.Ingrediente:&nbsp;alcool (90%), apa, ulei de lam&acirc;i presat la rece (Citrus limon).Sugestie de folosire:&nbsp;Poate fi folosit &icirc;n retete unde se adauga suc sau coaja de lam&acirc;i. Extractul Pur de Lam&acirc;i va permite evitarea cojii lam&acirc;ilor din comert ce contine pesticide, substante de prezervare si ceara. Recomandarea noastra de folosire este de o lingurita de extract la fiecare 500 gr. de compozitie, dar nu este o problema sa fie folosit mai mult extract daca se urmareste obtinerea unei arome mai puternice.Pastrati in loc ferit de lumina directa a soarelui si de caldura. A nu se refrigera.50ml"
"Extract pur de menta 50ml  Cloud Nine Factory","26.2","instock","www.natur.ro/DF16FFB6-0A4F-4936-8913-90499D388B60.html","https://www.natur.ro/ImaginiProduse/df16ffb6-0a4f-4936-8913-90499d388b60/Extractpurdementa50mlCloudNineFactory_102aebd9-2eee-4745-927c-174c97a0ac9a.jpeg","Extract pur de menta 50ml Cloud Nine Factory-natural, fabricat in Romania-Condiment alimentar de calitate superioara, 100% natural, folosit pentru aromatizarea deserturilor, a prajiturilor sau a bauturilor. Este obtinut din ulei de menta presat la rece (Mentha Piperita). Datorita continutului de mentol provenit din frunzele de menta, aroma extractului este foarte intensa si proaspata.Ingrediente:&nbsp;alcool (90%), apa, ulei de menta presat la rece (Mentha Piperita).Sugestie de folosire:&nbsp;Poate fi adaugat ca atare sau gatit &icirc;n retete de &icirc;nghetata, torturi, prajituri sau oriunde se doreste obtinerea unei arome proaspete de menta. Recomandarea noastra de folosire este de o lingurita de extract la fiecare 500 gr. de compozitie, dar nu este o problema sa fie folosit mai mult extract daca se urmareste obtinerea unei arome mai puternice.Pastrati in loc ferit de lumina directa a soarelui si de caldura. A nu se refrigera.50ml"
"Scortisoara ceylon pudra bio 150g Smart Organic","53.05","instock","www.natur.ro/C1BC6619-F094-4AB2-B6A9-C75B5F588669.html","https://www.natur.ro/ImaginiProduse/c1bc6619-f094-4ab2-b6a9-c75b5f588669/ScortisoaraCeylonpudrabio150gDS_cec19778-f629-48d4-9a22-f85b3e6ac27e.jpeg","Scortisoara Ceylon pudra bio 150g DS-vegan, bio-Scortisoara de Ceylon, denumita in latina Cinnamomum verum, este cea mai apreciata varietate de scortisoara.Ingrediente: 100% scortisoara de Ceylon*.*din agricultura ecologicaValori nutritionale/100g:Energie: 1513 kj / 364 kcalGrasimi: 1.3g din care saturate 0.3gCarbohidrati: 50g din care zaharuri 2.8gFibre: 66gProteine: 5gSaruri: 0.01gPoate contine urme de nuci.Produs certificat ecologicAgricultura non UE.150g"
"Scortisoara ceylon pudra bio 125g Obio","28.55","instock","www.natur.ro/E3734DA2-AA92-4A60-9CF1-12C8DF0E1674.html","https://www.natur.ro/ImaginiProduse/e3734da2-aa92-4a60-9cf1-12c8df0e1674/6426333002568_9fcb885e-bea9-4bd9-a829-18fd9bdd418c.jpeg","Scortisoara Ceylon pudra bio, 125g, ObioPudra noastra de scortisoara organica este soiul botanic Cinnamomum zeylanicum si provine din scoarta copacului de laur. Aceasta varietate de scortisoara este cunoscuta ca Ceylon sau adevarata scortisoara, datorita calitatii sale superioare. Pudra noastra de scortisoara Obio se topeste in gura si are o aroma calda, delicata si dulce-picanta. Este un plus perfect pentru produsele de patiserie sau pentru a crea complexitate in preparate.Ingrediente:&nbsp;100% scortisoara Ceylon**din agricultura ecologicaValori nutritionale/100g:Energie: 800Kj/ 197KcalGrasimi: 0.5g din care saturate&nbsp;0.1gCarbohidrati: 8g din care zaharuri 0gProteine:&nbsp;4.2gFibre: 72gSaruri: 0.13gProdus certificat ecologicConditii de pastrare:&nbsp;A se pastra la loc uscat si racoros, departe de razele soarelui.Origine:&nbsp;Sri LankaGramaj:&nbsp;125g"
"Amestec de legume si condimente pentru supa bio 250g Dennree","24.91","instock","www.natur.ro/DB33F0D5-0518-4F73-920D-BC91F485B734.html","https://www.natur.ro/ImaginiProduse/db33f0d5-0518-4f73-920d-bc91f485b734/4021851605967_79c6070d-0d95-4a44-b874-d96af90719e5.png","Amestec de legume si condimente pentru supa bio 250g Dennree fara drojdieAmestec de legume, verdeturi si condimente spentru prepararea supelor.Un pachet de 250g este suficient pentru 12.5 litri de supa.Mod de utilizare:&nbsp;10g la 500ml apa.Ingrediente:&nbsp;sare de mare, sirop de glucoza, amidon de porumb*, morcovi* 8.5%, amidon de orez*, ardei rosu* 3.5%, ceapa* 3.5%, pudra de rosii* 3%, pudra de pastarnac* 2.5%,&nbsp; patrunjel*, leustean*, ulei de floarea soarelui*, turmeric*, nucsoara*, arpagic*, ghimbir*, piper negru*, foi de dafin*.*din agricultura ecologicaAlergeni:&nbsp;Poate contine urme de&nbsp;GLUTEN,&nbsp;OUA,&nbsp;SOIA,&nbsp;LAPTE,&nbsp;TELINA&nbsp;si&nbsp;MUSTAR.&nbsp;Valori nutritionale/100ml supa:Energie: 14kj / 3kcalGrasimi: &lt;0.5g din care acizi grasi saturati &lt;0.1gGlucide: 0.7g din care zaharuri &lt;0.5gProteine: &lt;0.5gSaruri: 0.93gConditii de pastrare:&nbsp;A se pastra intr-un loc uscat si racoros, ferit de lumina si caldura. Dupa deschidere, a se turna continutul intr-un recipient sigilabil.&nbsp;Produs certificat ecologicAgricultura UE/Non-UEGramaj:&nbsp;250g"
"Rucola seminte pentru germinat bio 100g Germline","34.39","instock","www.natur.ro/rucola-seminte-pt-germinat-eco-100g.html","https://www.natur.ro/ImaginiProduse/43420ee3-c8fc-4eb6-91ee-72f9b1713931/image_47e3aac6-2a68-40aa-beb7-af4c9d960fc7.png","Rucola seminte pt. germinat bio 100gGermenii de rucola sunt bogati in proteine, glucide, fosfor, calciu si fier.&nbsp;Timp de inmuiere: 15 minute.Timp de crestere: 6 - 8 zile.&nbsp;Aroma condimentata, foarte aromata si placuta.Germenii pot fi consumati imediat dupa ce ating dimensiuni de 3 pana la 4 cm aproximativ. Acestia vor merge de minune cu salate, paste, supe, sau ca simplu condiment.Ingrediente: 100% seminte de rucola (Eruca sativa) pentru incoltire, provenite din agricultura ecologica.Valori nutritionale/100g (dupa germinare): Energie: 117 kJ / 28 kcal Grasimi: 0.7g dincare saturate 0.09g Carbohidrati: 2.1g din care zaharuri 2g Fibre: 1.6g Proteine: 2.6g Saruri: 0.07gGerminator recomandat: se recomanda un vas conceput special pentru germinarea semintelor mucilaginoase. Acest vas special este disponibil in oferta noastra.Germline este lider european in germinare. Garantia calitatii Germline: 1 singura samanta din 100.000 este moarta, inactiva! In acest fel aveti garantia productivitatii de aproape 100%, lucru pe care putini producatori la nivel mondial pot sa-l ofere.Produs certificat ecologic.&nbsp;Tara de origine a semintelor: Italia100g"
